period;reporterISO;reporterDesc;flowDesc;partnerISO;partnerDesc;cmdCode;cmdDesc;aggrLevel;qtyUnitAbbr;qty;netWgt;primaryValue
2023;FRA;France;Export;PAK;Pakistan;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;m³;139,0;134600,0;15129,076
2023;FRA;France;Export;POL;Poland;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;m³;10780,0;8514140,0;576287,387
2023;FRA;France;Export;PRT;Portugal;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;m³;5300,0;5240570,0;461504,41
2023;FRA;France;Export;SVN;Slovenia;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;m³;283,0;222100,0;18709,638
2023;FRA;France;Export;ESP;Spain;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;m³;41883,0;34926555,0;4141696,798
2023;FRA;France;Export;CHE;Switzerland;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;m³;9670,0;8543320,0;1242130,267
2023;FRA;France;Export;TUN;Tunisia;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;m³;26,0;25730,0;39152,862
2023;FRA;France;Export;USA;USA;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;N/A;0,0;;31482,564
2023;FRA;France;Export;VNM;Viet Nam;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;m³;1036,0;799693,0;253417,471
2023;FRA;France;Export;W00;World;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;N/A;0,0;;52826977,64
2023;FRA;France;Import;_X ;Areas, nes;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;m³;1,0;80,0;268,215
2023;FRA;France;Import;BEL;Belgium;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;m³;6724,0;5243130,0;1431170,664
2023;FRA;France;Import;FIN;Finland;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;m³;50,0;38177,0;21399,421
2023;FRA;France;Import;DEU;Germany;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;m³;1053,0;709945,0;437987,616
2023;FRA;France;Import;LTU;Lithuania;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;m³;286,0;211500,0;68487,525
2023;FRA;France;Import;NLD;Netherlands;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;m³;24,0;9011,0;49994,857
2023;FRA;France;Import;POL;Poland;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;m³;3076,0;2398954,0;245866,017
2023;FRA;France;Import;PRT;Portugal;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;m³;25861,0;31927100,0;5436810,45
2023;FRA;France;Import;ESP;Spain;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;m³;71084,0;85623100,0;5631239,135
2023;FRA;France;Import;SWE;Sweden;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;m³;5,0;4045,0;1937,472
2023;FRA;France;Import;CHE;Switzerland;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;m³;46387,0;33569300,0;4607437,045
2023;FRA;France;Import;GBR;United Kingdom;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;m³;2672,0;2227000,0;300472,865
2023;FRA;France;Import;W00;World;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;m³;157223,0;161961342,0;18233071,284
2023;DEU;Germany;Export;FRA;France;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;m³;91770,0;71565890,0;9413043,612
2023;DEU;Germany;Import;FRA;France;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;m³;226343,0;166406750,0;18307755,014
2023;IRL;Ireland;Import;FRA;France;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;m³;9370,0;;151776,595
2023;ITA;Italy;Export;FRA;France;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;m³;1085,0;883216,0;501628,626
2023;ITA;Italy;Import;FRA;France;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;m³;26368,0;17168220,0;2989309,827
2023;LVA;Latvia;Import;FRA;France;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;m³;11930,0;7701155,0;1316394,806
2023;LUX;Luxembourg;Export;FRA;France;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;m³;23441,454;21412310,0;1576703,35
2023;LUX;Luxembourg;Import;FRA;France;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;m³;177719,96;145903570,0;10804435,958
2023;NLD;Netherlands;Export;FRA;France;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;m³;77,0;63325,0;12136,159
2023;NLD;Netherlands;Import;FRA;France;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;m³;6721,0;5615714,0;887962,66
2023;POL;Poland;Export;FRA;France;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;m³;903,0;562938,0;288823,0
2023;PRT;Portugal;Import;FRA;France;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;m³;459,0;252379,325;162831,485
2023;ROU;Romania;Export;FRA;France;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;m³;338,0;325865,0;271888,27
2023;SAU;Saudi Arabia;Import;FRA;France;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;m³;78,569;59596,03;8140,266
2023;SVN;Slovenia;Import;FRA;France;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;m³;1985,238;1296422,0;134950,401
2023;ESP;Spain;Export;FRA;France;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;m³;10339,4;9314,8;279963,661
2023;ESP;Spain;Import;FRA;France;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;m³;52127,21;37588750,0;3031933,642
2023;CHE;Switzerland;Export;FRA;France;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;m³;71273,0;51245931,0;7414654,842
2023;CHE;Switzerland;Import;FRA;France;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;m³;1650,082;1045058,0;254948,257
2023;USA;USA;Import;FRA;France;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;m³;337,653;274400,255;35925,0
2023;GBR;United Kingdom;Export;FRA;France;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;m³;34872,0;27490350,0;1918607,013
2023;VNM;Viet Nam;Import;FRA;France;440323;"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more";6;m³;841,887;638587,063;87225,087
2023;BEL;Belgium;Export;FRA;France;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;1977,37;798935,56;36869,087
2023;BEL;Belgium;Import;FRA;France;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;76,658;29427,347;57236,861
2023;CMR;Cameroon;Export;FRA;France;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;634,039;566106,0;143528,362
2023;CAF;Central African Rep.;Export;FRA;France;440349;"Wood, tropical; other than dark red meranti, light red meranti and meranti bakau, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;29039,285;25927933,0;1109659,239
2023;COG;Congo;Export;FRA;France;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;4461,971;3983903,0;1482471,27
2023;COG;Congo;Import;FRA;France;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;0,19;170,0;123,669
2023;CRI;Costa Rica;Export;FRA;France;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;26,445;23612,0;17886,0
2023;COD;Dem. Rep. of the Congo;Export;FRA;France;440349;"Wood, tropical; as specified in Subheading Note 2 to this Chapter, other than dark red meranti, light red meranti and meranti bakau, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;2138,328;3645460,0;859867,604
2023;DNK;Denmark;Import;FRA;France;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;27,0;26073,0;21372,62
2023;FRA;France;Export;AUT;Austria;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;20,0;18000,0;8872,904
2023;FRA;France;Export;BEL;Belgium;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;170,0;136142,623;8428,06
2023;FRA;France;Export;BRA;Brazil;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;1,0;1,0;39,251
2023;FRA;France;Export;CZE;Czechia;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;118,0;86090,0;56835,433
2023;FRA;France;Export;DNK;Denmark;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;325,0;292500,0;63894,069
2023;FRA;France;Export;DEU;Germany;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;3,0;1802,0;822,09
2023;FRA;France;Export;GRC;Greece;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;1,0;200,0;3027,778
2023;FRA;France;Export;ITA;Italy;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;237,0;206336,0;158348,304
2023;FRA;France;Export;JPN;Japan;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;408,0;358000,0;401875,616
2023;FRA;France;Export;MAR;Morocco;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;2,0;14,0;1059,777
2023;FRA;France;Export;NLD;Netherlands;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;133,0;132236,0;17327,131
2023;FRA;France;Export;PRT;Portugal;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;1016,0;1214900,0;123553,392
2023;FRA;France;Export;BLM;Saint Barthélemy;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;6,0;5785,0;32887,968
2023;FRA;France;Export;SVN;Slovenia;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;192,0;163100,0;141716,787
2023;FRA;France;Export;ESP;Spain;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;95,0;76359,0;85846,275
2023;FRA;France;Export;CHE;Switzerland;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;42,0;35473,0;112065,936
2023;FRA;France;Export;THA;Thailand;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;47,0;37630,0;44040,7
2023;FRA;France;Export;TUR;Türkiye;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;2,0;85,0;1363,972
2023;FRA;France;Export;USA;USA;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;0,0;3818,974;1753,211
2023;FRA;France;Export;GBR;United Kingdom;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;195,0;197759,0;97975,921
2023;FRA;France;Export;W00;World;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;3013,0;2966231,597;1361734,574
2023;FRA;France;Import;BEL;Belgium;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;27,0;12659,0;9160,745
2023;FRA;France;Import;BRA;Brazil;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;20,0;21254,0;49022,305
2023;FRA;France;Import;CMR;Cameroon;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;504,0;426974,0;336348,27
2023;FRA;France;Import;CAF;Central African Rep.;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;9114,0;8039950,0;5459448,458
2023;FRA;France;Import;CHN;China;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;16,0;14800,0;2013,794
2023;FRA;France;Import;COG;Congo;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;13185,0;12085530,0;8825432,315
2023;FRA;France;Import;CRI;Costa Rica;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;30,0;23612,0;22001,27
2023;FRA;France;Import;CIV;Côte d'Ivoire;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;N/A;0,0;71916,0;96024,275
2023;FRA;France;Import;COD;Dem. Rep. of the Congo;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;2857,0;2748119,0;1524870,408
2023;FRA;France;Import;DEU;Germany;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;105,0;105874,0;115759,89
2023;FRA;France;Import;GIN;Guinea;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;N/A;0,0;42,0;34,89
2023;FRA;France;Import;IDN;Indonesia;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;0,0;6,304;4,361
2023;FRA;France;Import;ITA;Italy;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;286,0;242704,0;158493,314
2023;FRA;France;Import;LBR;Liberia;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;1641,0;1426940,0;664468,006
2023;FRA;France;Import;MYS;Malaysia;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;5,0;108,0;710,879
2023;FRA;France;Import;NLD;Netherlands;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;35,0;21884,0;51657,573
2023;FRA;France;Import;POL;Poland;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;52,0;37200,0;127737,984
2023;FRA;France;Import;PRT;Portugal;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;77,0;65107,0;40503,75
2023;FRA;France;Import;SUR;Suriname;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;5,0;6983,0;54060,606
2023;FRA;France;Import;THA;Thailand;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;0,0;4,728;3,271
2023;FRA;France;Import;USA;USA;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;2,0;12,0;691,254
2023;FRA;France;Import;GBR;United Kingdom;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;1,0;63,28;365,252
2023;FRA;France;Import;W00;World;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;N/A;0,0;25351742,312;17538812,868
2023;DEU;Germany;Export;FRA;France;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;70,686;69526,0;73688,281
2023;IND;India;Import;FRA;France;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;800,0;420435,493;254826,471
2023;ITA;Italy;Export;FRA;France;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;223,0;114501,0;147891,597
2023;ITA;Italy;Import;FRA;France;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;59,0;40000,0;45067,276
2023;JPN;Japan;Import;FRA;France;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;481,0;801132,734;485567,538
2023;LUX;Luxembourg;Export;FRA;France;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;3,31;16322,0;1152,935
2023;LUX;Luxembourg;Import;FRA;France;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;273,0;25646,81;16452,562
2023;MDG;Madagascar;Export;FRA;France;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;N/A;0,0;85,0;25,608
2023;MUS;Mauritius;Import;FRA;France;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;85,0;23024,041;71874,072
2023;NLD;Netherlands;Export;FRA;France;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;43,0;41104,0;44684,507
2023;NLD;Netherlands;Import;FRA;France;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;108,0;419668,0;665831,16
2023;PAK;Pakistan;Import;FRA;France;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;82,0;31098,91;18849,088
2023;PRT;Portugal;Export;FRA;France;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;102,0;90137,0;76994,976
2023;PRT;Portugal;Import;FRA;France;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;7,0;7166,0;4534,841
2023;SVN;Slovenia;Import;FRA;France;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;21,277;20020,0;16403,314
2023;ZAF;South Africa;Export;FRA;France;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;1387,17;647409,899;395806,361
2023;ESP;Spain;Export;FRA;France;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;5,253;4125,0;11216,01
2023;ESP;Spain;Import;FRA;France;440349;"Wood, tropical; other than dark red meranti, light red meranti meranti bakau and teak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;157,759;97105,0;105834,724
2023;TTO;Trinidad and Tobago;Export;FRA;France;440349;"Wood, tropical; as specified in Subheading Note 2 to this Chapter, other than dark red meranti, light red meranti and meranti bakau, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated";6;m³;338,0;1837,0;2518,421
